Type,Root Function Name,Function Name,Inclusive Samples,Exclusive Samples,Inclusive Samples %,Exclusive Samples %,
"Callee","System.Windows.Data.BindingExpressionBase.UpdateValue()","System.Windows.Data.BindingExpression.UpdateSource(object)",7,0,"0,74","0,00",
"Root","System.Windows.Data.BindingOperations.SetBinding(class System.Windows.DependencyObject,class System.Windows.DependencyProperty,class System.Windows.Data.BindingBase)","System.Windows.Data.BindingOperations.SetBinding(class System.Windows.DependencyObject,class System.Windows.DependencyProperty,class System.Windows.Data.BindingBase)",5,0,"0,53","0,00",
"Caller","System.Windows.Data.BindingOperations.SetBinding(class System.Windows.DependencyObject,class System.Windows.DependencyProperty,class System.Windows.Data.BindingBase)","System.Windows.Controls.PopupControlService.RaiseToolTipOpeningEvent()",1,0,"0,11","0,00",
"Caller","System.Windows.Data.BindingOperations.SetBinding(class System.Windows.DependencyObject,class System.Windows.DependencyProperty,class System.Windows.Data.BindingBase)","System.Windows.Controls.Primitives.Popup.CreateRootPopup(class System.Windows.Controls.Primitives.Popup,class System.Windows.UIElement)",4,0,"0,42","0,00",
"Callee","System.Windows.Data.BindingOperations.SetBinding(class System.Windows.DependencyObject,class System.Windows.DependencyProperty,class System.Windows.Data.BindingBase)","System.Windows.DependencyObject.SetValue(class System.Windows.DependencyProperty,object)",5,0,"0,53","0,00",
"Root","System.Windows.Data.CollectionView.DeferHelper.Dispose()","System.Windows.Data.CollectionView.DeferHelper.Dispose()",1,0,"0,11","0,00",
"Caller","System.Windows.Data.CollectionView.DeferHelper.Dispose()","System.Windows.Controls.ItemCollection.SetCollectionView(class System.Windows.Data.CollectionView)",1,0,"0,11","0,00",
"Callee","System.Windows.Data.CollectionView.DeferHelper.Dispose()","System.Windows.Data.CollectionView.EndDefer()",1,0,"0,11","0,00",
"Root","System.Windows.Data.CollectionView.EndDefer()","System.Windows.Data.CollectionView.EndDefer()",1,0,"0,11","0,00",
"Caller","System.Windows.Data.CollectionView.EndDefer()","System.Windows.Data.CollectionView.DeferHelper.Dispose()",1,0,"0,11","0,00",
"Callee","System.Windows.Data.CollectionView.EndDefer()","System.Windows.Data.CollectionView.Refresh()",1,0,"0,11","0,00",
"Root","System.Windows.Data.CollectionView.OnCollectionChanged(class System.Collections.Specialized.NotifyCollectionChangedEventArgs)","System.Windows.Data.CollectionView.OnCollectionChanged(class System.Collections.Specialized.NotifyCollectionChangedEventArgs)",1,0,"0,11","0,00",
"Caller","System.Windows.Data.CollectionView.OnCollectionChanged(class System.Collections.Specialized.NotifyCollectionChangedEventArgs)","MS.Internal.Data.EnumerableCollectionView._OnViewChanged(object,class System.Collections.Specialized.NotifyCollectionChangedEventArgs)",1,0,"0,11","0,00",
"Caller","System.Windows.Data.CollectionView.OnCollectionChanged(class System.Collections.Specialized.NotifyCollectionChangedEventArgs)","System.Windows.Controls.ItemCollection.OnViewCollectionChanged(object,class System.Collections.Specialized.NotifyCollectionChangedEventArgs)",1,0,"0,11","0,00",
"Caller","System.Windows.Data.CollectionView.OnCollectionChanged(class System.Collections.Specialized.NotifyCollectionChangedEventArgs)","System.Windows.Data.ListCollectionView.RefreshOverride()",1,0,"0,11","0,00",
"Callee","System.Windows.Data.CollectionView.OnCollectionChanged(class System.Collections.Specialized.NotifyCollectionChangedEventArgs)","[Unknown]",1,0,"0,11","0,00",
"Callee","System.Windows.Data.CollectionView.OnCollectionChanged(class System.Collections.Specialized.NotifyCollectionChangedEventArgs)","MS.Internal.Data.EnumerableCollectionView._OnViewChanged(object,class System.Collections.Specialized.NotifyCollectionChangedEventArgs)",1,0,"0,11","0,00",
"Callee","System.Windows.Data.CollectionView.OnCollectionChanged(class System.Collections.Specialized.NotifyCollectionChangedEventArgs)","System.Collections.Specialized.CollectionChangedEventManager.OnCollectionChanged(object,class System.Collections.Specialized.NotifyCollectionChangedEventArgs)",1,0,"0,11","0,00",
"Root","System.Windows.Data.CollectionView.Refresh()","System.Windows.Data.CollectionView.Refresh()",1,0,"0,11","0,00",
"Caller","System.Windows.Data.CollectionView.Refresh()","System.Windows.Data.CollectionView.EndDefer()",1,0,"0,11","0,00",
"Callee","System.Windows.Data.CollectionView.Refresh()","System.Windows.Data.CollectionView.RefreshInternal()",1,0,"0,11","0,00",
"Root","System.Windows.Data.CollectionView.RefreshInternal()","System.Windows.Data.CollectionView.RefreshInternal()",1,0,"0,11","0,00",
"Caller","System.Windows.Data.CollectionView.RefreshInternal()","System.Windows.Data.CollectionView.Refresh()",1,0,"0,11","0,00",
"Callee","System.Windows.Data.CollectionView.RefreshInternal()","System.Windows.Data.ListCollectionView.RefreshOverride()",1,0,"0,11","0,00",
"Root","System.Windows.Data.ListCollectionView.RefreshOverride()","System.Windows.Data.ListCollectionView.RefreshOverride()",1,0,"0,11","0,00",
"Caller","System.Windows.Data.ListCollectionView.RefreshOverride()","System.Windows.Data.CollectionView.RefreshInternal()",1,0,"0,11","0,00",
"Callee","System.Windows.Data.ListCollectionView.RefreshOverride()","System.Windows.Data.CollectionView.OnCollectionChanged(class System.Collections.Specialized.NotifyCollectionChangedEventArgs)",1,0,"0,11","0,00",
"Root","System.Windows.DeferredAppResourceReference.GetValue(valuetype System.Windows.BaseValueSourceInternal)","System.Windows.DeferredAppResourceReference.GetValue(valuetype System.Windows.BaseValueSourceInternal)",3,0,"0,32","0,00",
"Caller","System.Windows.DeferredAppResourceReference.GetValue(valuetype System.Windows.BaseValueSourceInternal)","System.Windows.DependencyObject.GetEffectiveValue(valuetype System.Windows.EntryIndex,class System.Windows.DependencyProperty,valuetype System.Windows.RequestFlags)",3,0,"0,32","0,00",
"Callee","System.Windows.DeferredAppResourceReference.GetValue(valuetype System.Windows.BaseValueSourceInternal)","System.Windows.DeferredResourceReference.GetValue(valuetype System.Windows.BaseValueSourceInternal)",3,0,"0,32","0,00",
"Root","System.Windows.DeferredResourceReference.GetValue(valuetype System.Windows.BaseValueSourceInternal)","System.Windows.DeferredResourceReference.GetValue(valuetype System.Windows.BaseValueSourceInternal)",3,0,"0,32","0,00",
"Caller","System.Windows.DeferredResourceReference.GetValue(valuetype System.Windows.BaseValueSourceInternal)","System.Windows.DeferredAppResourceReference.GetValue(valuetype System.Windows.BaseValueSourceInternal)",3,0,"0,32","0,00",
"Callee","System.Windows.DeferredResourceReference.GetValue(valuetype System.Windows.BaseValueSourceInternal)","System.Windows.ResourceDictionary.GetValue(object,bool&)",3,0,"0,32","0,00",
"Root","System.Windows.DependencyObject.CheckEntryIndex(valuetype System.Windows.EntryIndex,int32)","System.Windows.DependencyObject.CheckEntryIndex(valuetype System.Windows.EntryIndex,int32)",1,1,"0,11","0,11",
"Caller","System.Windows.DependencyObject.CheckEntryIndex(valuetype System.Windows.EntryIndex,int32)","System.Windows.DependencyObject.EvaluateEffectiveValue(valuetype System.Windows.EntryIndex,class System.Windows.DependencyProperty,class System.Windows.PropertyMetadata,valuetype System.Windows.EffectiveValueEntry,valuetype System.Windows.EffectiveValueEntry,valuetype System.Windows.OperationType)",1,1,"0,11","0,11",
"Root","System.Windows.DependencyObject.ClearValue(class System.Windows.DependencyPropertyKey)","System.Windows.DependencyObject.ClearValue(class System.Windows.DependencyPropertyKey)",3,0,"0,32","0,00",
"Caller","System.Windows.DependencyObject.ClearValue(class System.Windows.DependencyPropertyKey)","System.Windows.Controls.Primitives.ButtonBase.OnLostMouseCapture(class System.Windows.Input.MouseEventArgs)",1,0,"0,11","0,00",
"Caller","System.Windows.DependencyObject.ClearValue(class System.Windows.DependencyPropertyKey)","System.Windows.ReverseInheritProperty.FirePropertyChangeInAncestry(class System.Windows.DependencyObject,bool,class MS.Internal.DeferredElementTreeState,class System.Action`2<class System.Windows.DependencyObject,bool>)",2,0,"0,21","0,00",
"Callee","System.Windows.DependencyObject.ClearValue(class System.Windows.DependencyPropertyKey)","System.Windows.DependencyObject.ClearValueCommon(valuetype System.Windows.EntryIndex,class System.Windows.DependencyProperty,class System.Windows.PropertyMetadata)",3,0,"0,32","0,00",
"Root","System.Windows.DependencyObject.ClearValueCommon(valuetype System.Windows.EntryIndex,class System.Windows.DependencyProperty,class System.Windows.PropertyMetadata)","System.Windows.DependencyObject.ClearValueCommon(valuetype System.Windows.EntryIndex,class System.Windows.DependencyProperty,class System.Windows.PropertyMetadata)",3,0,"0,32","0,00",
"Caller","System.Windows.DependencyObject.ClearValueCommon(valuetype System.Windows.EntryIndex,class System.Windows.DependencyProperty,class System.Windows.PropertyMetadata)","System.Windows.DependencyObject.ClearValue(class System.Windows.DependencyPropertyKey)",3,0,"0,32","0,00",
"Callee","System.Windows.DependencyObject.ClearValueCommon(valuetype System.Windows.EntryIndex,class System.Windows.DependencyProperty,class System.Windows.PropertyMetadata)","System.Windows.DependencyObject.GetValueEntry(valuetype System.Windows.EntryIndex,class System.Windows.DependencyProperty,class System.Windows.PropertyMetadata,valuetype System.Windows.RequestFlags)",1,1,"0,11","0,11",
"Callee","System.Windows.DependencyObject.ClearValueCommon(valuetype System.Windows.EntryIndex,class System.Windows.DependencyProperty,class System.Windows.PropertyMetadata)","System.Windows.DependencyObject.UpdateEffectiveValue(valuetype System.Windows.EntryIndex,class System.Windows.DependencyProperty,class System.Windows.PropertyMetadata,valuetype System.Windows.EffectiveValueEntry,valuetype System.Windows.EffectiveValueEntry&,bool,bool,valuetype System.Windows.OperationType)",2,0,"0,21","0,00",
"Root","System.Windows.DependencyObject.EvaluateEffectiveValue(valuetype System.Windows.EntryIndex,class System.Windows.DependencyProperty,class System.Windows.PropertyMetadata,valuetype System.Windows.EffectiveValueEntry,valuetype System.Windows.EffectiveValueEntry,valuetype System.Windows.OperationType)","System.Windows.DependencyObject.EvaluateEffectiveValue(valuetype System.Windows.EntryIndex,class System.Windows.DependencyProperty,class System.Windows.PropertyMetadata,valuetype System.Windows.EffectiveValueEntry,valuetype System.Windows.EffectiveValueEntry,valuetype System.Windows.OperationType)",26,0,"2,74","0,00",
"Caller","System.Windows.DependencyObject.EvaluateEffectiveValue(valuetype System.Windows.EntryIndex,class System.Windows.DependencyProperty,class System.Windows.PropertyMetadata,valuetype System.Windows.EffectiveValueEntry,valuetype System.Windows.EffectiveValueEntry,valuetype System.Windows.OperationType)","System.Windows.DependencyObject.UpdateEffectiveValue(valuetype System.Windows.EntryIndex,class System.Windows.DependencyProperty,class System.Windows.PropertyMetadata,valuetype System.Windows.EffectiveValueEntry,valuetype System.Windows.EffectiveValueEntry&,bool,bool,valuetype System.Windows.OperationType)",26,0,"2,74","0,00",
"Callee","System.Windows.DependencyObject.EvaluateEffectiveValue(valuetype System.Windows.EntryIndex,class System.Windows.DependencyProperty,class System.Windows.PropertyMetadata,valuetype System.Windows.EffectiveValueEntry,valuetype System.Windows.EffectiveValueEntry,valuetype System.Windows.OperationType)","System.Windows.DependencyObject.CheckEntryIndex(valuetype System.Windows.EntryIndex,int32)",1,1,"0,11","0,11",
"Callee","System.Windows.DependencyObject.EvaluateEffectiveValue(valuetype System.Windows.EntryIndex,class System.Windows.DependencyProperty,class System.Windows.PropertyMetadata,valuetype System.Windows.EffectiveValueEntry,valuetype System.Windows.EffectiveValueEntry,valuetype System.Windows.OperationType)","System.Windows.DependencyObject.EvaluateExpression(valuetype System.Windows.EntryIndex,class System.Windows.DependencyProperty,class System.Windows.Expression,class System.Windows.PropertyMetadata,valuetype System.Windows.EffectiveValueEntry,valuetype System.Windows.EffectiveValueEntry)",1,0,"0,11","0,00",
"Callee","System.Windows.DependencyObject.EvaluateEffectiveValue(valuetype System.Windows.EntryIndex,class System.Windows.DependencyProperty,class System.Windows.PropertyMetadata,valuetype System.Windows.EffectiveValueEntry,valuetype System.Windows.EffectiveValueEntry,valuetype System.Windows.OperationType)","System.Windows.FrameworkContentElement.EvaluateBaseValueCore(class System.Windows.DependencyProperty,class System.Windows.PropertyMetadata,valuetype System.Windows.EffectiveValueEntry&)",2,0,"0,21","0,00",
"Callee","System.Windows.DependencyObject.EvaluateEffectiveValue(valuetype System.Windows.EntryIndex,class System.Windows.DependencyProperty,class System.Windows.PropertyMetadata,valuetype System.Windows.EffectiveValueEntry,valuetype System.Windows.EffectiveValueEntry,valuetype System.Windows.OperationType)","System.Windows.FrameworkElement.EvaluateBaseValueCore(class System.Windows.DependencyProperty,class System.Windows.PropertyMetadata,valuetype System.Windows.EffectiveValueEntry&)",22,0,"2,32","0,00",
"Root","System.Windows.DependencyObject.EvaluateExpression(valuetype System.Windows.EntryIndex,class System.Windows.DependencyProperty,class System.Windows.Expression,class System.Windows.PropertyMetadata,valuetype System.Windows.EffectiveValueEntry,valuetype System.Windows.EffectiveValueEntry)","System.Windows.DependencyObject.EvaluateExpression(valuetype System.Windows.EntryIndex,class System.Windows.DependencyProperty,class System.Windows.Expression,class System.Windows.PropertyMetadata,valuetype System.Windows.EffectiveValueEntry,valuetype System.Windows.EffectiveValueEntry)",1,0,"0,11","0,00",
"Caller","System.Windows.DependencyObject.EvaluateExpression(valuetype System.Windows.EntryIndex,class System.Windows.DependencyProperty,class System.Windows.Expression,class System.Windows.PropertyMetadata,valuetype System.Windows.EffectiveValueEntry,valuetype System.Windows.EffectiveValueEntry)","System.Windows.DependencyObject.EvaluateEffectiveValue(valuetype System.Windows.EntryIndex,class System.Windows.DependencyProperty,class System.Windows.PropertyMetadata,valuetype System.Windows.EffectiveValueEntry,valuetype System.Windows.EffectiveValueEntry,valuetype System.Windows.OperationType)",1,0,"0,11","0,00",
"Callee","System.Windows.DependencyObject.EvaluateExpression(valuetype System.Windows.EntryIndex,class System.Windows.DependencyProperty,class System.Windows.Expression,class System.Windows.PropertyMetadata,valuetype System.Windows.EffectiveValueEntry,valuetype System.Windows.EffectiveValueEntry)","System.Windows.ResourceReferenceExpression.GetValue(class System.Windows.DependencyObject,class System.Windows.DependencyProperty)",1,0,"0,11","0,00",
"Root","System.Windows.DependencyObject.get_DependencyObjectType()","System.Windows.DependencyObject.get_DependencyObjectType()",3,1,"0,32","0,11",
"Caller","System.Windows.DependencyObject.get_DependencyObjectType()","System.Windows.DependencyObject.SetupPropertyChange(class System.Windows.DependencyProperty)",2,0,"0,21","0,00",
"Caller","System.Windows.DependencyObject.get_DependencyObjectType()","System.Windows.UIElement.AddToEventRoute(class System.Windows.EventRoute,class System.Windows.RoutedEventArgs)",1,1,"0,11","0,11",
"Callee","System.Windows.DependencyObject.get_DependencyObjectType()","[clr.dll]",1,1,"0,11","0,11",
"Callee","System.Windows.DependencyObject.get_DependencyObjectType()","System.Windows.DependencyObjectType.FromSystemTypeInternal(class System.Type)",1,0,"0,11","0,00",
"Root","System.Windows.DependencyObject.get_InheritanceParent()","System.Windows.DependencyObject.get_InheritanceParent()",1,1,"0,11","0,11",
"Caller","System.Windows.DependencyObject.get_InheritanceParent()","System.Windows.DependencyObject.GetValueEntry(valuetype System.Windows.EntryIndex,class System.Windows.DependencyProperty,class System.Windows.PropertyMetadata,valuetype System.Windows.RequestFlags)",1,1,"0,11","0,11",
"Root","System.Windows.DependencyObject.GetEffectiveValue(valuetype System.Windows.EntryIndex,class System.Windows.DependencyProperty,valuetype System.Windows.RequestFlags)","System.Windows.DependencyObject.GetEffectiveValue(valuetype System.Windows.EntryIndex,class System.Windows.DependencyProperty,valuetype System.Windows.RequestFlags)",6,2,"0,63","0,21",
"Caller","System.Windows.DependencyObject.GetEffectiveValue(valuetype System.Windows.EntryIndex,class System.Windows.DependencyProperty,valuetype System.Windows.RequestFlags)","System.Windows.DependencyObject.GetValueEntry(valuetype System.Windows.EntryIndex,class System.Windows.DependencyProperty,class System.Windows.PropertyMetadata,valuetype System.Windows.RequestFlags)",6,2,"0,63","0,21",
"Callee","System.Windows.DependencyObject.GetEffectiveValue(valuetype System.Windows.EntryIndex,class System.Windows.DependencyProperty,valuetype System.Windows.RequestFlags)","System.Windows.DeferredAppResourceReference.GetValue(valuetype System.Windows.BaseValueSourceInternal)",3,0,"0,32","0,00",
"Callee","System.Windows.DependencyObject.GetEffectiveValue(valuetype System.Windows.EntryIndex,class System.Windows.DependencyProperty,valuetype System.Windows.RequestFlags)","System.Windows.EffectiveValueEntry.GetFlattenedEntry(valuetype System.Windows.RequestFlags)",1,0,"0,11","0,00",
"Root","System.Windows.DependencyObject.GetValue(class System.Windows.DependencyProperty)","System.Windows.DependencyObject.GetValue(class System.Windows.DependencyProperty)",30,4,"3,16","0,42",
"Caller","System.Windows.DependencyObject.GetValue(class System.Windows.DependencyProperty)","MS.Internal.Text.DynamicPropertyReader.GetTypeface(class System.Windows.DependencyObject)",3,0,"0,32","0,00",
"Caller","System.Windows.DependencyObject.GetValue(class System.Windows.DependencyProperty)","MS.Internal.Text.LineProperties..ctor(class System.Windows.DependencyObject,class System.Windows.DependencyObject,class MS.Internal.Text.TextProperties,class MS.Internal.Text.MarkerProperties,valuetype System.Windows.TextAlignment)",1,0,"0,11","0,00",
"Caller","System.Windows.DependencyObject.GetValue(class System.Windows.DependencyProperty)","MS.Internal.Text.TextProperties.InitCommon(class System.Windows.DependencyObject)",1,0,"0,11","0,00",
"Caller","System.Windows.DependencyObject.GetValue(class System.Windows.DependencyProperty)","System.Windows.Controls.TextBlock.get_Padding()",1,0,"0,11","0,00",
"Caller","System.Windows.DependencyObject.GetValue(class System.Windows.DependencyProperty)","System.Windows.FrameworkElement.get_Margin()",1,1,"0,11","0,11",
"Caller","System.Windows.DependencyObject.GetValue(class System.Windows.DependencyProperty)","System.Windows.Input.TextServicesManager.PostProcessInput(object,class System.Windows.Input.ProcessInputEventArgs)",1,0,"0,11","0,00",
"Caller","System.Windows.DependencyObject.GetValue(class System.Windows.DependencyProperty)","System.Windows.Media.Animation.Timeline.get_AccelerationRatio()",1,0,"0,11","0,00",
"Caller","System.Windows.DependencyObject.GetValue(class System.Windows.DependencyProperty)","System.Windows.Media.Animation.Timeline.get_AutoReverse()",2,0,"0,21","0,00",
"Caller","System.Windows.DependencyObject.GetValue(class System.Windows.DependencyProperty)","System.Windows.Media.Animation.Timeline.get_DecelerationRatio()",2,1,"0,21","0,11",
"Caller","System.Windows.DependencyObject.GetValue(class System.Windows.DependencyProperty)","System.Windows.Media.Animation.Timeline.get_FillBehavior()",1,0,"0,11","0,00",
"Caller","System.Windows.DependencyObject.GetValue(class System.Windows.DependencyProperty)","System.Windows.Media.Animation.Timeline.get_RepeatBehavior()",2,0,"0,21","0,00",
"Caller","System.Windows.DependencyObject.GetValue(class System.Windows.DependencyProperty)","System.Windows.Media.Geometry.get_Transform()",1,0,"0,11","0,00",
"Caller","System.Windows.DependencyObject.GetValue(class System.Windows.DependencyProperty)","System.Windows.Media.RotateTransform.get_Angle()",2,0,"0,21","0,00",
"Caller","System.Windows.DependencyObject.GetValue(class System.Windows.DependencyProperty)","System.Windows.Media.SkewTransform.get_AngleX()",1,0,"0,11","0,00",
"Caller","System.Windows.DependencyObject.GetValue(class System.Windows.DependencyProperty)","System.Windows.Media.SkewTransform.get_AngleY()",1,0,"0,11","0,00",
"Caller","System.Windows.DependencyObject.GetValue(class System.Windows.DependencyProperty)","System.Windows.Media.TransformGroup.get_Children()",1,0,"0,11","0,00",
"Caller","System.Windows.DependencyObject.GetValue(class System.Windows.DependencyProperty)","System.Windows.Media.TranslateTransform.get_Y()",2,1,"0,21","0,11",
"Caller","System.Windows.DependencyObject.GetValue(class System.Windows.DependencyProperty)","System.Windows.Shell.WindowChrome.GetIsHitTestVisibleInChrome(class System.Windows.IInputElement)",2,1,"0,21","0,11",
"Caller","System.Windows.DependencyObject.GetValue(class System.Windows.DependencyProperty)","System.Windows.StyleHelper.GetChildValueHelper(class System.Windows.UncommonField`1<class System.Collections.Specialized.HybridDictionary[]>,valuetype MS.Utility.ItemStructList`1<valuetype System.Windows.ChildValueLookup>&,class System.Windows.DependencyProperty,class System.Windows.DependencyObject,valuetype MS.Internal.FrameworkObject,int32,bool,valuetype System.Windows.EffectiveValueEntry&,valuetype System.Windows.ValueLookupType&,class System.Windows.FrameworkElementFactory)",2,0,"0,21","0,00",
"Caller","System.Windows.DependencyObject.GetValue(class System.Windows.DependencyProperty)","System.Windows.UIElement.get_IsHitTestVisible()",1,0,"0,11","0,00",
"Caller","System.Windows.DependencyObject.GetValue(class System.Windows.DependencyProperty)","System.Windows.UIElement.InputHitTest(valuetype System.Windows.Point,class System.Windows.IInputElement&,class System.Windows.IInputElement&,class System.Windows.Media.HitTestResult&)",1,0,"0,11","0,00",
"Callee","System.Windows.DependencyObject.GetValue(class System.Windows.DependencyProperty)","System.Windows.DependencyObject.GetValueEntry(valuetype System.Windows.EntryIndex,class System.Windows.DependencyProperty,class System.Windows.PropertyMetadata,valuetype System.Windows.RequestFlags)",20,4,"2,11","0,42",
"Callee","System.Windows.DependencyObject.GetValue(class System.Windows.DependencyProperty)","System.Windows.DependencyObject.LookupEntry(int32)",4,4,"0,42","0,42",
"Callee","System.Windows.DependencyObject.GetValue(class System.Windows.DependencyProperty)","System.Windows.Threading.Dispatcher.VerifyAccess()",2,1,"0,21","0,11",
"Root","System.Windows.DependencyObject.GetValueEntry(valuetype System.Windows.EntryIndex,class System.Windows.DependencyProperty,class System.Windows.PropertyMetadata,valuetype System.Windows.RequestFlags)","System.Windows.DependencyObject.GetValueEntry(valuetype System.Windows.EntryIndex,class System.Windows.DependencyProperty,class System.Windows.PropertyMetadata,valuetype System.Windows.RequestFlags)",21,5,"2,21","0,53",
"Caller","System.Windows.DependencyObject.GetValueEntry(valuetype System.Windows.EntryIndex,class System.Windows.DependencyProperty,class System.Windows.PropertyMetadata,valuetype System.Windows.RequestFlags)","System.Windows.DependencyObject.ClearValueCommon(valuetype System.Windows.EntryIndex,class System.Windows.DependencyProperty,class System.Windows.PropertyMetadata)",1,1,"0,11","0,11",
"Caller","System.Windows.DependencyObject.GetValueEntry(valuetype System.Windows.EntryIndex,class System.Windows.DependencyProperty,class System.Windows.PropertyMetadata,valuetype System.Windows.RequestFlags)","System.Windows.DependencyObject.GetValue(class System.Windows.DependencyProperty)",20,4,"2,11","0,42",
"Callee","System.Windows.DependencyObject.GetValueEntry(valuetype System.Windows.EntryIndex,class System.Windows.DependencyProperty,class System.Windows.PropertyMetadata,valuetype System.Windows.RequestFlags)","[Unknown]",2,2,"0,21","0,21",
"Callee","System.Windows.DependencyObject.GetValueEntry(valuetype System.Windows.EntryIndex,class System.Windows.DependencyProperty,class System.Windows.PropertyMetadata,valuetype System.Windows.RequestFlags)","System.Windows.DependencyObject.get_InheritanceParent()",1,1,"0,11","0,11",
"Callee","System.Windows.DependencyObject.GetValueEntry(valuetype System.Windows.EntryIndex,class System.Windows.DependencyProperty,class System.Windows.PropertyMetadata,valuetype System.Windows.RequestFlags)","System.Windows.DependencyObject.GetEffectiveValue(valuetype System.Windows.EntryIndex,class System.Windows.DependencyProperty,valuetype System.Windows.RequestFlags)",6,2,"0,63","0,21",
"Callee","System.Windows.DependencyObject.GetValueEntry(valuetype System.Windows.EntryIndex,class System.Windows.DependencyProperty,class System.Windows.PropertyMetadata,valuetype System.Windows.RequestFlags)","System.Windows.DependencyProperty.GetMetadata(class System.Windows.DependencyObjectType)",4,2,"0,42","0,21",
"Callee","System.Windows.DependencyObject.GetValueEntry(valuetype System.Windows.EntryIndex,class System.Windows.DependencyProperty,class System.Windows.PropertyMetadata,valuetype System.Windows.RequestFlags)","System.Windows.PropertyMetadata.get_DefaultValue()",3,0,"0,32","0,00",
"Root","System.Windows.DependencyObject.InsertEntry(valuetype System.Windows.EffectiveValueEntry,uint32)","System.Windows.DependencyObject.InsertEntry(valuetype System.Windows.EffectiveValueEntry,uint32)",2,0,"0,21","0,00",
"Caller","System.Windows.DependencyObject.InsertEntry(valuetype System.Windows.EffectiveValueEntry,uint32)","System.Windows.DependencyObject.SetEffectiveValue(valuetype System.Windows.EntryIndex,class System.Windows.DependencyProperty,class System.Windows.PropertyMetadata,valuetype System.Windows.EffectiveValueEntry,valuetype System.Windows.EffectiveValueEntry)",2,0,"0,21","0,00",
"Callee","System.Windows.DependencyObject.InsertEntry(valuetype System.Windows.EffectiveValueEntry,uint32)","System.Array.Copy(class System.Array,int64,class System.Array,int64,int64)",2,0,"0,21","0,00",
"Root","System.Windows.DependencyObject.InvalidateProperty(class System.Windows.DependencyProperty,bool)","System.Windows.DependencyObject.InvalidateProperty(class System.Windows.DependencyProperty,bool)",31,0,"3,26","0,00",
"Caller","System.Windows.DependencyObject.InvalidateProperty(class System.Windows.DependencyProperty,bool)","System.Windows.FrameworkElement.UpdateStyleProperty()",8,0,"0,84","0,00",
"Caller","System.Windows.DependencyObject.InvalidateProperty(class System.Windows.DependencyProperty,bool)","System.Windows.ResourceReferenceExpression.InvalidateExpressionValue(object,class System.EventArgs)",1,0,"0,11","0,00",
"Caller","System.Windows.DependencyObject.InvalidateProperty(class System.Windows.DependencyProperty,bool)","System.Windows.StyleHelper.InvalidateDependents(class System.Windows.Style,class System.Windows.FrameworkTemplate,class System.Windows.DependencyObject,class System.Windows.DependencyProperty,valuetype MS.Utility.FrugalStructList`1<valuetype System.Windows.ChildPropertyDependent>&,bool)",12,0,"1,26","0,00",
"Caller","System.Windows.DependencyObject.InvalidateProperty(class System.Windows.DependencyProperty,bool)","System.Windows.StyleHelper.InvalidateResourceDependents(class System.Windows.DependencyObject,valuetype System.Windows.ResourcesChangeInfo,valuetype MS.Utility.FrugalStructList`1<valuetype System.Windows.ChildPropertyDependent>&,bool)",12,0,"1,26","0,00",
"Caller","System.Windows.DependencyObject.InvalidateProperty(class System.Windows.DependencyProperty,bool)","System.Windows.StyleHelper.InvalidateResourceDependentsForChild(class System.Windows.DependencyObject,class System.Windows.DependencyObject,int32,valuetype System.Windows.ResourcesChangeInfo,class System.Windows.FrameworkTemplate)",1,0,"0,11","0,00",
"Callee","System.Windows.DependencyObject.InvalidateProperty(class System.Windows.DependencyProperty,bool)","System.Windows.DependencyObject.UpdateEffectiveValue(valuetype System.Windows.EntryIndex,class System.Windows.DependencyProperty,class System.Windows.PropertyMetadata,valuetype System.Windows.EffectiveValueEntry,valuetype System.Windows.EffectiveValueEntry&,bool,bool,valuetype System.Windows.OperationType)",31,0,"3,26","0,00",
"Root","System.Windows.DependencyObject.InvalidateSubProperty(class System.Windows.DependencyProperty)","System.Windows.DependencyObject.InvalidateSubProperty(class System.Windows.DependencyProperty)",1,1,"0,11","0,11",
"Caller","System.Windows.DependencyObject.InvalidateSubProperty(class System.Windows.DependencyProperty)","System.Windows.Freezable.GetChangeHandlersAndInvalidateSubProperties(class System.Windows.Freezable/EventStorage&)",1,1,"0,11","0,11",
"Root","System.Windows.DependencyObject.LookupEntry(int32)","System.Windows.DependencyObject.LookupEntry(int32)",9,9,"0,95","0,95",
"Caller","System.Windows.DependencyObject.LookupEntry(int32)","System.Windows.DependencyObject.GetValue(class System.Windows.DependencyProperty)",4,4,"0,42","0,42",
"Caller","System.Windows.DependencyObject.LookupEntry(int32)","System.Windows.UncommonField`1.GetValue(class System.Windows.DependencyObject)",5,5,"0,53","0,53",
"Root","System.Windows.DependencyObject.NotifyPropertyChange(valuetype System.Windows.DependencyPropertyChangedEventArgs)","System.Windows.DependencyObject.NotifyPropertyChange(valuetype System.Windows.DependencyPropertyChangedEventArgs)",40,0,"4,21","0,00",
"Caller","System.Windows.DependencyObject.NotifyPropertyChange(valuetype System.Windows.DependencyPropertyChangedEventArgs)","System.Windows.DependencyObject.UpdateEffectiveValue(valuetype System.Windows.EntryIndex,class System.Windows.DependencyProperty,class System.Windows.PropertyMetadata,valuetype System.Windows.EffectiveValueEntry,valuetype System.Windows.EffectiveValueEntry&,bool,bool,valuetype System.Windows.OperationType)",39,0,"4,11","0,00",
