Type,Root Function Name,Function Name,Inclusive Samples,Exclusive Samples,Inclusive Samples %,Exclusive Samples %,
"Caller","[KERNEL32.dll]","[StructuredQuery.dll]",1,1,"0,11","0,11",
"Caller","[KERNEL32.dll]","[Unknown]",6,1,"0,63","0,11",
"Caller","[KERNEL32.dll]","[USER32.dll]",3,2,"0,32","0,21",
"Caller","[KERNEL32.dll]","[USP10.dll]",1,1,"0,11","0,11",
"Caller","[KERNEL32.dll]","Unknown",42,0,"4,42","0,00",
"Callee","[KERNEL32.dll]","[KERNEL32.dll]",19,9,"2,00","0,95",
"Callee","[KERNEL32.dll]","[KERNELBASE.dll]",2,1,"0,21","0,11",
"Callee","[KERNEL32.dll]","[ntdll.dll]",15,7,"1,58","0,74",
"Callee","[KERNEL32.dll]","[SHLWAPI.dll]",1,0,"0,11","0,00",
"Callee","[KERNEL32.dll]","[Unknown]",42,0,"4,42","0,00",
"Root","[KERNELBASE.dll]","[KERNELBASE.dll]",34,16,"3,58","1,68",
"Caller","[KERNELBASE.dll]","[clr.dll]",1,1,"0,11","0,11",
"Caller","[KERNELBASE.dll]","[DUI70.dll]",2,0,"0,21","0,00",
"Caller","[KERNELBASE.dll]","[DUser.dll]",2,2,"0,21","0,21",
"Caller","[KERNELBASE.dll]","[explorerframe.dll]",1,1,"0,11","0,11",
"Caller","[KERNELBASE.dll]","[KERNEL32.dll]",2,1,"0,21","0,11",
"Caller","[KERNELBASE.dll]","[KERNELBASE.dll]",13,4,"1,37","0,42",
"Caller","[KERNELBASE.dll]","[ole32.dll]",1,0,"0,11","0,00",
"Caller","[KERNELBASE.dll]","[PROPSYS.dll]",2,0,"0,21","0,00",
"Caller","[KERNELBASE.dll]","[SamplingRuntime.dll]",1,1,"0,11","0,11",
"Caller","[KERNELBASE.dll]","[SHLWAPI.dll]",8,0,"0,84","0,00",
"Caller","[KERNELBASE.dll]","[Unknown]",8,6,"0,84","0,63",
"Caller","[KERNELBASE.dll]","[USER32.dll]",7,0,"0,74","0,00",
"Callee","[KERNELBASE.dll]","[KERNEL32.dll]",7,1,"0,74","0,11",
"Callee","[KERNELBASE.dll]","[KERNELBASE.dll]",13,4,"1,37","0,42",
"Callee","[KERNELBASE.dll]","[ntdll.dll]",12,2,"1,26","0,21",
"Root","[LPK.dll]","[LPK.dll]",24,0,"2,53","0,00",
"Caller","[LPK.dll]","[LPK.dll]",24,0,"2,53","0,00",
"Caller","[LPK.dll]","[USER32.dll]",24,0,"2,53","0,00",
"Callee","[LPK.dll]","[GDI32.dll]",1,0,"0,11","0,00",
"Callee","[LPK.dll]","[LPK.dll]",24,0,"2,53","0,00",
"Callee","[LPK.dll]","[USP10.dll]",23,0,"2,42","0,00",
"Root","[MPR.dll]","[MPR.dll]",1,0,"0,11","0,00",
"Caller","[MPR.dll]","[fdWNet.dll]",1,0,"0,11","0,00",
"Caller","[MPR.dll]","[MPR.dll]",1,0,"0,11","0,00",
"Callee","[MPR.dll]","[MPR.dll]",1,0,"0,11","0,00",
"Callee","[MPR.dll]","[ntlanman.dll]",1,0,"0,11","0,00",
"Root","[MSCOREE.DLL]","[MSCOREE.DLL]",691,0,"72,74","0,00",
"Callee","[MSCOREE.DLL]","Unknown",691,0,"72,74","0,00",
"Root","[mscoreei.dll]","[mscoreei.dll]",516,0,"54,32","0,00",
"Caller","[mscoreei.dll]","Unknown",516,0,"54,32","0,00",
"Callee","[mscoreei.dll]","[clr.dll]",516,0,"54,32","0,00",
"Root","[mscorlib.dll]","[mscorlib.dll]",1,0,"0,11","0,00",
"Caller","[mscorlib.dll]","System.ModuleHandle.ResolveMethodHandleInternalCore(class System.Reflection.RuntimeModule,int32,native int[],int32,native int[],int32)",1,0,"0,11","0,00",
"Callee","[mscorlib.dll]","[clr.dll]",1,0,"0,11","0,00",
"Root","[MSCTF.dll]","[MSCTF.dll]",4,3,"0,42","0,32",
"Caller","[MSCTF.dll]","[clr.dll]",1,1,"0,11","0,11",
"Caller","[MSCTF.dll]","[MSCTF.dll]",2,1,"0,21","0,11",
"Caller","[MSCTF.dll]","[Unknown]",1,0,"0,11","0,00",
"Caller","[MSCTF.dll]","System.Windows.Documents.TextStore.OnSelectionChanged()",1,0,"0,11","0,00",
"Caller","[MSCTF.dll]","Unknown",2,1,"0,21","0,11",
"Callee","[MSCTF.dll]","[clr.dll]",1,0,"0,11","0,00",
"Callee","[MSCTF.dll]","[MSCTF.dll]",2,1,"0,21","0,11",
"Callee","[MSCTF.dll]","[Unknown]",1,0,"0,11","0,00",
"Root","[MSVCR110_CLR0400.dll]","[MSVCR110_CLR0400.dll]",4,4,"0,42","0,42",
"Caller","[MSVCR110_CLR0400.dll]","[clr.dll]",3,2,"0,32","0,21",
"Caller","[MSVCR110_CLR0400.dll]","[MSVCR110_CLR0400.dll]",1,1,"0,11","0,11",
"Caller","[MSVCR110_CLR0400.dll]","[Unknown]",1,1,"0,11","0,11",
"Callee","[MSVCR110_CLR0400.dll]","[MSVCR110_CLR0400.dll]",1,1,"0,11","0,11",
"Root","[msvcrt.dll]","[msvcrt.dll]",15,12,"1,58","1,26",
"Caller","[msvcrt.dll]","[comctl32.dll]",1,1,"0,11","0,11",
"Caller","[msvcrt.dll]","[DUI70.dll]",1,1,"0,11","0,11",
"Caller","[msvcrt.dll]","[msvcrt.dll]",2,2,"0,21","0,21",
"Caller","[msvcrt.dll]","[ole32.dll]",1,0,"0,11","0,00",
"Caller","[msvcrt.dll]","[PROPSYS.dll]",1,1,"0,11","0,11",
"Caller","[msvcrt.dll]","[Unknown]",8,6,"0,84","0,63",
"Caller","[msvcrt.dll]","[USP10.dll]",2,1,"0,21","0,11",
"Caller","[msvcrt.dll]","Unknown",1,0,"0,11","0,00",
"Callee","[msvcrt.dll]","[msvcrt.dll]",2,2,"0,21","0,21",
"Callee","[msvcrt.dll]","[ntdll.dll]",1,0,"0,11","0,00",
"Callee","[msvcrt.dll]","[Unknown]",2,0,"0,21","0,00",
"Root","[NetworkExplorer.dll]","[NetworkExplorer.dll]",4,0,"0,42","0,00",
"Caller","[NetworkExplorer.dll]","[NetworkExplorer.dll]",3,0,"0,32","0,00",
"Caller","[NetworkExplorer.dll]","[Unknown]",4,0,"0,42","0,00",
"Callee","[NetworkExplorer.dll]","[dtsh.dll]",3,0,"0,32","0,00",
"Callee","[NetworkExplorer.dll]","[NetworkExplorer.dll]",3,0,"0,32","0,00",
"Callee","[NetworkExplorer.dll]","[NetworkItemFactory.dll]",1,0,"0,11","0,00",
"Root","[NetworkItemFactory.dll]","[NetworkItemFactory.dll]",3,0,"0,32","0,00",
"Caller","[NetworkItemFactory.dll]","[FunDisc.dll]",2,0,"0,21","0,00",
"Caller","[NetworkItemFactory.dll]","[NetworkExplorer.dll]",1,0,"0,11","0,00",
"Caller","[NetworkItemFactory.dll]","[NetworkItemFactory.dll]",3,0,"0,32","0,00",
"Callee","[NetworkItemFactory.dll]","[dtsh.dll]",1,0,"0,11","0,00",
"Callee","[NetworkItemFactory.dll]","[NetworkItemFactory.dll]",3,0,"0,32","0,00",
"Callee","[NetworkItemFactory.dll]","[ole32.dll]",1,0,"0,11","0,00",
"Callee","[NetworkItemFactory.dll]","[USER32.dll]",1,0,"0,11","0,00",
"Root","[ntdll.dll]","[ntdll.dll]",200,65,"21,05","6,84",
"Caller","[ntdll.dll]","[apphelp.dll]",6,6,"0,63","0,63",
"Caller","[ntdll.dll]","[clr.dll]",3,1,"0,32","0,11",
"Caller","[ntdll.dll]","[comctl32.dll]",3,3,"0,32","0,32",
"Caller","[ntdll.dll]","[DUI70.dll]",4,1,"0,42","0,11",
"Caller","[ntdll.dll]","[DUser.dll]",2,0,"0,21","0,00",
"Caller","[ntdll.dll]","[IMM32.DLL]",1,1,"0,11","0,11",
"Caller","[ntdll.dll]","[KERNEL32.dll]",15,7,"1,58","0,74",
"Caller","[ntdll.dll]","[KERNELBASE.dll]",12,2,"1,26","0,21",
"Caller","[ntdll.dll]","[msvcrt.dll]",1,0,"0,11","0,00",
"Caller","[ntdll.dll]","[ntdll.dll]",49,33,"5,16","3,47",
"Caller","[ntdll.dll]","[ole32.dll]",9,1,"0,95","0,11",
"Caller","[ntdll.dll]","[PROPSYS.dll]",1,0,"0,11","0,00",
"Caller","[ntdll.dll]","[SHLWAPI.dll]",1,0,"0,11","0,00",
"Caller","[ntdll.dll]","[Unknown]",17,9,"1,79","0,95",
"Caller","[ntdll.dll]","[USER32.dll]",59,1,"6,21","0,11",
"Caller","[ntdll.dll]","System.Windows.Threading.Dispatcher.GetMessage(valuetype System.Windows.Interop.MSG&,native int,int32,int32)",42,0,"4,42","0,00",
"Caller","[ntdll.dll]","Unknown",3,0,"0,32","0,00",
"Callee","[ntdll.dll]","[clr.dll]",1,0,"0,11","0,00",
"Callee","[ntdll.dll]","[comctl32.dll]",2,0,"0,21","0,00",
"Callee","[ntdll.dll]","[DUI70.dll]",7,0,"0,74","0,00",
"Callee","[ntdll.dll]","[DUser.dll]",1,0,"0,11","0,00",
"Callee","[ntdll.dll]","[fdWNet.dll]",1,0,"0,11","0,00",
"Callee","[ntdll.dll]","[FirewallAPI.dll]",1,0,"0,11","0,00",
"Callee","[ntdll.dll]","[KERNEL32.dll]",1,0,"0,11","0,00",
"Callee","[ntdll.dll]","[ntdll.dll]",49,33,"5,16","3,47",
"Callee","[ntdll.dll]","[ole32.dll]",1,0,"0,11","0,00",
"Callee","[ntdll.dll]","[SamplingRuntime.dll]",1,0,"0,11","0,00",
"Callee","[ntdll.dll]","[SHLWAPI.dll]",13,0,"1,37","0,00",
"Callee","[ntdll.dll]","[Unknown]",5,1,"0,53","0,11",
"Callee","[ntdll.dll]","[USER32.dll]",100,1,"10,53","0,11",
"Callee","[ntdll.dll]","Unknown",44,0,"4,63","0,00",
"Root","[ntlanman.dll]","[ntlanman.dll]",1,0,"0,11","0,00",
"Caller","[ntlanman.dll]","[MPR.dll]",1,0,"0,11","0,00",
"Caller","[ntlanman.dll]","[ntlanman.dll]",1,0,"0,11","0,00",
"Callee","[ntlanman.dll]","[browcli.dll]",1,0,"0,11","0,00",
"Callee","[ntlanman.dll]","[ntlanman.dll]",1,0,"0,11","0,00",
"Root","[ntshrui.dll]","[ntshrui.dll]",1,0,"0,11","0,00",
"Caller","[ntshrui.dll]","[ntshrui.dll]",1,0,"0,11","0,00",
"Caller","[ntshrui.dll]","[Unknown]",1,0,"0,11","0,00",
"Callee","[ntshrui.dll]","[ntshrui.dll]",1,0,"0,11","0,00",
"Callee","[ntshrui.dll]","[Unknown]",1,0,"0,11","0,00",
"Root","[ole32.dll]","[ole32.dll]",23,4,"2,42","0,42",
"Caller","[ole32.dll]","[comdlg32.dll]",4,0,"0,42","0,00",
"Caller","[ole32.dll]","[dtsh.dll]",1,0,"0,11","0,00",
"Caller","[ole32.dll]","[explorerframe.dll]",2,0,"0,21","0,00",
"Caller","[ole32.dll]","[NetworkItemFactory.dll]",1,0,"0,11","0,00",
"Caller","[ole32.dll]","[ntdll.dll]",1,0,"0,11","0,00",
"Caller","[ole32.dll]","[ole32.dll]",20,4,"2,11","0,42",
"Caller","[ole32.dll]","[SHLWAPI.dll]",5,0,"0,53","0,00",
"Caller","[ole32.dll]","[Unknown]",10,0,"1,05","0,00",
"Caller","[ole32.dll]","[xmllite.dll]",1,0,"0,11","0,00",
"Caller","[ole32.dll]","Unknown",1,0,"0,11","0,00",
"Callee","[ole32.dll]","[FunDisc.dll]",1,0,"0,11","0,00",
"Callee","[ole32.dll]","[KERNEL32.dll]",2,0,"0,21","0,00",
"Callee","[ole32.dll]","[KERNELBASE.dll]",1,0,"0,11","0,00",
"Callee","[ole32.dll]","[msvcrt.dll]",1,0,"0,11","0,00",
"Callee","[ole32.dll]","[ntdll.dll]",9,1,"0,95","0,11",
"Callee","[ole32.dll]","[ole32.dll]",20,4,"2,11","0,42",
"Callee","[ole32.dll]","[PROPSYS.dll]",1,0,"0,11","0,00",
"Callee","[ole32.dll]","[RPCRT4.dll]",1,0,"0,11","0,00",
"Callee","[ole32.dll]","[SHDOCVW.dll]",2,0,"0,21","0,00",
"Callee","[ole32.dll]","[Unknown]",2,0,"0,21","0,00",
"Root","[PresentationCore.dll]","[PresentationCore.dll]",5,2,"0,53","0,21",
"Caller","[PresentationCore.dll]","System.Windows.Media.Composition.DUCE.Channel.PeekNextMessage(valuetype System.Windows.Media.Composition.DUCE/MilMessage/Message&)",1,1,"0,11","0,11",
"Caller","[PresentationCore.dll]","System.Windows.Media.Composition.DUCE.Channel.SendCommand(uint8*,int32,bool)",2,1,"0,21","0,11",
"Caller","[PresentationCore.dll]","System.Windows.Media.Geometry.ContainsInternal(class System.Windows.Media.Pen,valuetype System.Windows.Point,float64,valuetype System.Windows.Media.ToleranceType,valuetype System.Windows.Point*,uint32,uint8*,uint32)",2,0,"0,21","0,00",
"Callee","[PresentationCore.dll]","[Unknown]",3,0,"0,32","0,00",
"Root","[PROPSYS.dll]","[PROPSYS.dll]",18,5,"1,89","0,53",
"Caller","[PROPSYS.dll]","[explorerframe.dll]",1,0,"0,11","0,00",
"Caller","[PROPSYS.dll]","[ole32.dll]",1,0,"0,11","0,00",
"Caller","[PROPSYS.dll]","[PROPSYS.dll]",16,4,"1,68","0,42",
"Caller","[PROPSYS.dll]","[thumbcache.dll]",1,0,"0,11","0,00",
"Caller","[PROPSYS.dll]","[Unknown]",15,1,"1,58","0,11",
"Callee","[PROPSYS.dll]","[KERNEL32.dll]",1,1,"0,11","0,11",
"Callee","[PROPSYS.dll]","[KERNELBASE.dll]",2,0,"0,21","0,00",
"Callee","[PROPSYS.dll]","[msvcrt.dll]",1,1,"0,11","0,11",
"Callee","[PROPSYS.dll]","[ntdll.dll]",1,0,"0,11","0,00",
"Callee","[PROPSYS.dll]","[PROPSYS.dll]",16,4,"1,68","0,42",
"Callee","[PROPSYS.dll]","[SHDOCVW.dll]",2,0,"0,21","0,00",
"Callee","[PROPSYS.dll]","[SHLWAPI.dll]",1,0,"0,11","0,00",
"Callee","[PROPSYS.dll]","[Unknown]",2,0,"0,21","0,00",
"Callee","[PROPSYS.dll]","[USER32.dll]",3,0,"0,32","0,00",
"Root","[RPCRT4.dll]","[RPCRT4.dll]",8,8,"0,84","0,84",
"Caller","[RPCRT4.dll]","[FirewallAPI.dll]",2,0,"0,21","0,00",
"Caller","[RPCRT4.dll]","[ole32.dll]",1,0,"0,11","0,00",
"Caller","[RPCRT4.dll]","[RPCRT4.dll]",8,8,"0,84","0,84",
"Caller","[RPCRT4.dll]","[sechost.dll]",3,0,"0,32","0,00",
"Caller","[RPCRT4.dll]","Unknown",2,0,"0,21","0,00",
"Callee","[RPCRT4.dll]","[RPCRT4.dll]",8,8,"0,84","0,84",
"Callee","[RPCRT4.dll]","[sechost.dll]",1,0,"0,11","0,00",
"Root","[SamplingRuntime.dll]","[SamplingRuntime.dll]",1,0,"0,11","0,00",
"Caller","[SamplingRuntime.dll]","[ntdll.dll]",1,0,"0,11","0,00",
"Caller","[SamplingRuntime.dll]","[SamplingRuntime.dll]",1,0,"0,11","0,00",
"Callee","[SamplingRuntime.dll]","[KERNELBASE.dll]",1,1,"0,11","0,11",
"Callee","[SamplingRuntime.dll]","[SamplingRuntime.dll]",1,0,"0,11","0,00",
"Root","[SearchFolder.dll]","[SearchFolder.dll]",1,0,"0,11","0,00",
"Caller","[SearchFolder.dll]","[SearchFolder.dll]",1,0,"0,11","0,00",
"Caller","[SearchFolder.dll]","[SHLWAPI.dll]",1,0,"0,11","0,00",
"Callee","[SearchFolder.dll]","[comctl32.dll]",1,0,"0,11","0,00",
"Callee","[SearchFolder.dll]","[SearchFolder.dll]",1,0,"0,11","0,00",
"Root","[sechost.dll]","[sechost.dll]",3,0,"0,32","0,00",
"Caller","[sechost.dll]","[ADVAPI32.dll]",2,0,"0,21","0,00",
"Caller","[sechost.dll]","[browcli.dll]",1,0,"0,11","0,00",
"Caller","[sechost.dll]","[RPCRT4.dll]",1,0,"0,11","0,00",
"Caller","[sechost.dll]","[sechost.dll]",3,0,"0,32","0,00",
"Callee","[sechost.dll]","[RPCRT4.dll]",3,0,"0,32","0,00",
"Callee","[sechost.dll]","[sechost.dll]",3,0,"0,32","0,00",
"Root","[SHDOCVW.dll]","[SHDOCVW.dll]",2,0,"0,21","0,00",
"Caller","[SHDOCVW.dll]","[ole32.dll]",2,0,"0,21","0,00",
"Caller","[SHDOCVW.dll]","[PROPSYS.dll]",2,0,"0,21","0,00",
"Callee","[SHDOCVW.dll]","[SHLWAPI.dll]",2,0,"0,21","0,00",
"Root","[SHLWAPI.dll]","[SHLWAPI.dll]",59,9,"6,21","0,95",
"Caller","[SHLWAPI.dll]","[clr.dll]",1,0,"0,11","0,00",
"Caller","[SHLWAPI.dll]","[comctl32.dll]",1,0,"0,11","0,00",
"Caller","[SHLWAPI.dll]","[comdlg32.dll]",1,0,"0,11","0,00",
"Caller","[SHLWAPI.dll]","[explorerframe.dll]",3,0,"0,32","0,00",
"Caller","[SHLWAPI.dll]","[KERNEL32.dll]",1,0,"0,11","0,00",
"Caller","[SHLWAPI.dll]","[ntdll.dll]",13,0,"1,37","0,00",
"Caller","[SHLWAPI.dll]","[PROPSYS.dll]",1,0,"0,11","0,00",
"Caller","[SHLWAPI.dll]","[SHDOCVW.dll]",2,0,"0,21","0,00",
"Caller","[SHLWAPI.dll]","[SHLWAPI.dll]",24,4,"2,53","0,42",
"Caller","[SHLWAPI.dll]","[StructuredQuery.dll]",1,1,"0,11","0,11",
"Caller","[SHLWAPI.dll]","[Unknown]",31,4,"3,26","0,42",
"Caller","[SHLWAPI.dll]","Unknown",2,0,"0,21","0,00",
"Callee","[SHLWAPI.dll]","[comdlg32.dll]",1,0,"0,11","0,00",
"Callee","[SHLWAPI.dll]","[explorerframe.dll]",2,0,"0,21","0,00",
"Callee","[SHLWAPI.dll]","[KERNEL32.dll]",9,1,"0,95","0,11",
"Callee","[SHLWAPI.dll]","[KERNELBASE.dll]",8,0,"0,84","0,00",
"Callee","[SHLWAPI.dll]","[ntdll.dll]",1,0,"0,11","0,00",
"Callee","[SHLWAPI.dll]","[ole32.dll]",5,0,"0,53","0,00",
"Callee","[SHLWAPI.dll]","[SearchFolder.dll]",1,0,"0,11","0,00",
"Callee","[SHLWAPI.dll]","[SHLWAPI.dll]",24,4,"2,53","0,42",
"Callee","[SHLWAPI.dll]","[Unknown]",29,3,"3,05","0,32",
"Callee","[SHLWAPI.dll]","Unknown",6,0,"0,63","0,00",
"Root","[StructuredQuery.dll]","[StructuredQuery.dll]",2,0,"0,21","0,00",
"Caller","[StructuredQuery.dll]","[StructuredQuery.dll]",2,0,"0,21","0,00",
"Caller","[StructuredQuery.dll]","[Unknown]",2,0,"0,21","0,00",
"Callee","[StructuredQuery.dll]","[KERNEL32.dll]",1,1,"0,11","0,11",
"Callee","[StructuredQuery.dll]","[SHLWAPI.dll]",1,1,"0,11","0,11",
"Callee","[StructuredQuery.dll]","[StructuredQuery.dll]",2,0,"0,21","0,00",
"Root","[thumbcache.dll]","[thumbcache.dll]",1,0,"0,11","0,00",
"Caller","[thumbcache.dll]","[thumbcache.dll]",1,0,"0,11","0,00",
"Caller","[thumbcache.dll]","[Unknown]",1,0,"0,11","0,00",
"Callee","[thumbcache.dll]","[PROPSYS.dll]",1,0,"0,11","0,00",
"Callee","[thumbcache.dll]","[thumbcache.dll]",1,0,"0,11","0,00",
"Root","[Unknown]","[Unknown]",860,257,"90,53","27,05",
"Caller","[Unknown]","[clr.dll]",13,0,"1,37","0,00",
"Caller","[Unknown]","[comctl32.dll]",16,0,"1,68","0,00",
"Caller","[Unknown]","[comdlg32.dll]",12,0,"1,26","0,00",
"Caller","[Unknown]","[DUI70.dll]",1,0,"0,11","0,00",
"Caller","[Unknown]","[explorerframe.dll]",27,0,"2,84","0,00",
"Caller","[Unknown]","[KERNEL32.dll]",42,0,"4,42","0,00",
"Caller","[Unknown]","[MSCTF.dll]",1,0,"0,11","0,00",
"Caller","[Unknown]","[msvcrt.dll]",2,0,"0,21","0,00",
"Caller","[Unknown]","[ntdll.dll]",5,1,"0,53","0,11",
"Caller","[Unknown]","[ntshrui.dll]",1,0,"0,11","0,00",
"Caller","[Unknown]","[ole32.dll]",2,0,"0,21","0,00",
"Caller","[Unknown]","[PresentationCore.dll]",3,0,"0,32","0,00",
"Caller","[Unknown]","[PROPSYS.dll]",2,0,"0,21","0,00",
"Caller","[Unknown]","[SHLWAPI.dll]",29,3,"3,05","0,32",
"Caller","[Unknown]","[Unknown]",353,215,"37,16","22,63",
"Caller","[Unknown]","[USER32.dll]",511,2,"53,79","0,21",
"Caller","[Unknown]","Bio.IO.AppliedBiosystems.Ab1Parser..ctor()",2,0,"0,21","0,00",
"Caller","[Unknown]","Microsoft.Win32.FileDialog.RunVistaDialog(native int)",70,0,"7,37","0,00",
"Caller","[Unknown]","MS.Internal.FontCache.Util.get_Dpi()",1,1,"0,11","0,11",
"Caller","[Unknown]","MS.Internal.Invariant.Assert(bool,string)",1,1,"0,11","0,11",
"Caller","[Unknown]","MS.Internal.Text.DynamicPropertyReader.GetTypeface(class System.Windows.DependencyObject)",1,1,"0,11","0,11",
"Caller","[Unknown]","MS.Internal.Text.TextInterface.Factory.GetIdentityTransform()",1,1,"0,11","0,11",
"Caller","[Unknown]","MS.Internal.Text.TextInterface.Font.DisplayMetrics(float32,float32)",4,1,"0,42","0,11",
"Caller","[Unknown]","MS.Internal.Text.TextInterface.FontFace.GetArrayOfGlyphIndices(uint32 modopt(System.Runtime.CompilerServices.IsConst)*,uint32,uint16*)",2,0,"0,21","0,00",
"Caller","[Unknown]","MS.Internal.Text.TextInterface.Generics.NativeIUnknownWrapper<MS::Internal::Text::TextInterface::Native::IDWriteFont>.ReleaseHandle()",1,0,"0,11","0,00",
"Caller","[Unknown]","MS.Internal.TextFormatting.SimpleRun.get_Height()",1,1,"0,11","0,11",
"Caller","[Unknown]","MS.Internal.TextFormatting.TextMetrics.FullTextLine.DrawTextLine(class System.Windows.Media.DrawingContext,valuetype System.Windows.Point,class System.Windows.Media.MatrixTransform)",5,0,"0,53","0,00",
"Caller","[Unknown]","MS.Internal.TextFormatting.TextMetrics.FullTextLine.FormatLine(class MS.Internal.TextFormatting.FullTextState,int32,int32,int32,int32,int32,valuetype MS.Internal.TextFormatting.LineFlags,class MS.Internal.TextFormatting.FormattedTextSymbols)",3,0,"0,32","0,00",
"Caller","[Unknown]","MS.Internal.TextServicesLoader.Load()",1,1,"0,11","0,11",
"Caller","[Unknown]","MS.Utility.FrugalStructList`1.Add(!0)",1,1,"0,11","0,11",
"Caller","[Unknown]","MS.Win32.HwndSubclass.SubclassWndProc(native int,int32,native int,native int)",1,1,"0,11","0,11",
"Caller","[Unknown]","MS.Win32.SafeNativeMethods.ReleaseCapture()",1,0,"0,11","0,00",
"Caller","[Unknown]","System.Array.BinarySearch(!!0[],int32,int32,!!0,class System.Collections.Generic.IComparer`1<!!0>)",1,1,"0,11","0,11",
"Caller","[Unknown]","System.Math.InternalRound(float64,int32,valuetype System.MidpointRounding)",1,1,"0,11","0,11",
"Caller","[Unknown]","System.Threading.Tasks.TaskCompletionSource`1..ctor(object,valuetype System.Threading.Tasks.TaskCreationOptions)",1,1,"0,11","0,11",
"Caller","[Unknown]","System.Windows.Data.CollectionView.OnCollectionChanged(class System.Collections.Specialized.NotifyCollectionChangedEventArgs)",1,0,"0,11","0,00",
"Caller","[Unknown]","System.Windows.DependencyObject.GetValueEntry(valuetype System.Windows.EntryIndex,class System.Windows.DependencyProperty,class System.Windows.PropertyMetadata,valuetype System.Windows.RequestFlags)",2,2,"0,21","0,21",
"Caller","[Unknown]","System.Windows.Documents.TextStore.GrantLock()",1,0,"0,11","0,00",
"Caller","[Unknown]","System.Windows.EventRouteFactory.Push(class System.Windows.EventRoute)",1,1,"0,11","0,11",
"Caller","[Unknown]","System.Windows.FrameworkElement.RaiseClrEvent(class System.Windows.EventPrivateKey,class System.EventArgs)",1,0,"0,11","0,00",
"Caller","[Unknown]","System.Windows.GlobalEventManager.GetDTypedClassListeners(class System.Windows.DependencyObjectType,class System.Windows.RoutedEvent,class System.Windows.ClassHandlersStore&,int32&)",1,1,"0,11","0,11",
"Caller","[Unknown]","System.Windows.Interop.ComponentDispatcherThread.RaiseThreadMessage(valuetype System.Windows.Interop.MSG&)",1,0,"0,11","0,00",
"Caller","[Unknown]","System.Windows.Media.Animation.TimeIntervalCollection.ProjectionNormalize(valuetype System.Windows.Media.Animation.TimeIntervalCollection&,valuetype System.TimeSpan,valuetype System.Nullable`1<valuetype System.TimeSpan>,bool,float64)",1,1,"0,11","0,11",
"Caller","[Unknown]","System.Windows.Media.Composition.DUCE.Channel.Commit()",1,0,"0,11","0,00",
"Caller","[Unknown]","System.Windows.Media.MediaContext.NotifyPresented(valuetype System.Windows.Media.Composition.MIL_PRESENTATION_RESULTS,int64,int32)",1,1,"0,11","0,11",
"Caller","[Unknown]","System.Windows.Media.MediaContext.RaiseResourcesUpdated()",1,0,"0,11","0,00",
"Caller","[Unknown]","System.Windows.Media.Visual.ChangeVisualClip(class System.Windows.Media.Geometry,bool)",1,1,"0,11","0,11",
"Caller","[Unknown]","System.Windows.Shell.WindowChromeWorker._HandleNCActivate(valuetype Standard.WM,native int,native int,bool&)",1,0,"0,11","0,00",
"Caller","[Unknown]","System.Windows.Threading.Dispatcher.GetMessage(valuetype System.Windows.Interop.MSG&,native int,int32,int32)",1,0,"0,11","0,00",
"Caller","[Unknown]","System.Windows.Threading.Dispatcher.ShutdownImplInSecurityContext(object)",1,0,"0,11","0,00",
"Caller","[Unknown]","System.Windows.UIElement.AddSynchronizedInputPostOpportunityHandler(class System.Windows.EventRoute,class System.Windows.RoutedEventArgs)",1,1,"0,11","0,11",
"Caller","[Unknown]","Unknown",260,16,"27,37","1,68",
"Callee","[Unknown]","[apphelp.dll]",11,0,"1,16","0,00",
"Callee","[Unknown]","[clr.dll]",17,3,"1,79","0,32",
"Callee","[Unknown]","[comctl32.dll]",8,1,"0,84","0,11",
"Callee","[Unknown]","[comdlg32.dll]",73,0,"7,68","0,00",
"Callee","[Unknown]","[DUI70.dll]",8,0,"0,84","0,00",
"Callee","[Unknown]","[explorerframe.dll]",20,0,"2,11","0,00",
"Callee","[Unknown]","[FirewallAPI.dll]",1,0,"0,11","0,00",
"Callee","[Unknown]","[GDI32.dll]",2,2,"0,21","0,21",
"Callee","[Unknown]","[KERNEL32.dll]",6,1,"0,63","0,11",
