Level,Function Name,Inclusive Samples,Exclusive Samples,Inclusive Samples %,Exclusive Samples %,Module Name,
142,"System.Windows.DescendentsWalker`1._VisitNode(class System.Windows.DependencyObject,bool)",2,0,"0,21","0,00","PresentationFramework.dll",
143,"System.Windows.DescendentsWalker`1.IterateChildren(class System.Windows.DependencyObject)",2,0,"0,21","0,00","PresentationFramework.dll",
144,"System.Windows.DescendentsWalker`1.WalkFrameworkElementLogicalThenVisualChildren(class System.Windows.FrameworkElement,bool)",2,0,"0,21","0,00","PresentationFramework.dll",
145,"System.Windows.DescendentsWalker`1.WalkLogicalChildren(class System.Windows.FrameworkElement,class System.Windows.FrameworkContentElement,class System.Collections.IEnumerator)",2,0,"0,21","0,00","PresentationFramework.dll",
146,"System.Windows.DescendentsWalker`1.VisitNode(class System.Windows.DependencyObject,bool)",2,0,"0,21","0,00","PresentationFramework.dll",
147,"System.Windows.DescendentsWalker`1.VisitNode(class System.Windows.FrameworkElement,bool)",2,0,"0,21","0,00","PresentationFramework.dll",
148,"System.Windows.DescendentsWalker`1._VisitNode(class System.Windows.DependencyObject,bool)",2,0,"0,21","0,00","PresentationFramework.dll",
149,"System.Windows.DescendentsWalker`1.IterateChildren(class System.Windows.DependencyObject)",2,0,"0,21","0,00","PresentationFramework.dll",
150,"System.Windows.DescendentsWalker`1.WalkFrameworkElementLogicalThenVisualChildren(class System.Windows.FrameworkElement,bool)",2,0,"0,21","0,00","PresentationFramework.dll",
151,"System.Windows.DescendentsWalker`1.WalkLogicalChildren(class System.Windows.FrameworkElement,class System.Windows.FrameworkContentElement,class System.Collections.IEnumerator)",2,0,"0,21","0,00","PresentationFramework.dll",
152,"System.Windows.DescendentsWalker`1.VisitNode(class System.Windows.DependencyObject,bool)",2,0,"0,21","0,00","PresentationFramework.dll",
153,"System.Windows.DescendentsWalker`1.VisitNode(class System.Windows.FrameworkElement,bool)",2,0,"0,21","0,00","PresentationFramework.dll",
154,"System.Windows.DescendentsWalker`1._VisitNode(class System.Windows.DependencyObject,bool)",2,0,"0,21","0,00","PresentationFramework.dll",
155,"System.Windows.DescendentsWalker`1.IterateChildren(class System.Windows.DependencyObject)",2,0,"0,21","0,00","PresentationFramework.dll",
156,"System.Windows.DescendentsWalker`1.WalkFrameworkElementLogicalThenVisualChildren(class System.Windows.FrameworkElement,bool)",2,0,"0,21","0,00","PresentationFramework.dll",
157,"System.Windows.DescendentsWalker`1.WalkLogicalChildren(class System.Windows.FrameworkElement,class System.Windows.FrameworkContentElement,class System.Collections.IEnumerator)",2,0,"0,21","0,00","PresentationFramework.dll",
158,"System.Windows.DescendentsWalker`1.VisitNode(class System.Windows.DependencyObject,bool)",2,0,"0,21","0,00","PresentationFramework.dll",
159,"System.Windows.DescendentsWalker`1.VisitNode(class System.Windows.FrameworkElement,bool)",2,0,"0,21","0,00","PresentationFramework.dll",
160,"System.Windows.DescendentsWalker`1._VisitNode(class System.Windows.DependencyObject,bool)",2,0,"0,21","0,00","PresentationFramework.dll",
161,"System.Windows.DescendentsWalker`1.IterateChildren(class System.Windows.DependencyObject)",2,0,"0,21","0,00","PresentationFramework.dll",
162,"System.Windows.DescendentsWalker`1.WalkFrameworkElementLogicalThenVisualChildren(class System.Windows.FrameworkElement,bool)",2,0,"0,21","0,00","PresentationFramework.dll",
163,"System.Windows.DescendentsWalker`1.VisitNode(class System.Windows.DependencyObject,bool)",2,0,"0,21","0,00","PresentationFramework.dll",
164,"System.Windows.DescendentsWalker`1.VisitNode(class System.Windows.FrameworkElement,bool)",2,0,"0,21","0,00","PresentationFramework.dll",
165,"System.Windows.DescendentsWalker`1._VisitNode(class System.Windows.DependencyObject,bool)",2,0,"0,21","0,00","PresentationFramework.dll",
166,"System.Windows.DescendentsWalker`1.IterateChildren(class System.Windows.DependencyObject)",2,0,"0,21","0,00","PresentationFramework.dll",
167,"System.Windows.DescendentsWalker`1.WalkFrameworkElementLogicalThenVisualChildren(class System.Windows.FrameworkElement,bool)",2,0,"0,21","0,00","PresentationFramework.dll",
168,"System.Windows.DescendentsWalker`1.WalkLogicalChildren(class System.Windows.FrameworkElement,class System.Windows.FrameworkContentElement,class System.Collections.IEnumerator)",2,0,"0,21","0,00","PresentationFramework.dll",
169,"System.Windows.DescendentsWalker`1.VisitNode(class System.Windows.DependencyObject,bool)",2,0,"0,21","0,00","PresentationFramework.dll",
170,"System.Windows.DescendentsWalker`1.VisitNode(class System.Windows.FrameworkElement,bool)",2,0,"0,21","0,00","PresentationFramework.dll",
171,"System.Windows.DescendentsWalker`1._VisitNode(class System.Windows.DependencyObject,bool)",2,0,"0,21","0,00","PresentationFramework.dll",
172,"System.Windows.DescendentsWalker`1.IterateChildren(class System.Windows.DependencyObject)",2,0,"0,21","0,00","PresentationFramework.dll",
173,"System.Windows.DescendentsWalker`1.WalkFrameworkElementLogicalThenVisualChildren(class System.Windows.FrameworkElement,bool)",2,0,"0,21","0,00","PresentationFramework.dll",
174,"System.Windows.DescendentsWalker`1.WalkLogicalChildren(class System.Windows.FrameworkElement,class System.Windows.FrameworkContentElement,class System.Collections.IEnumerator)",2,0,"0,21","0,00","PresentationFramework.dll",
175,"System.Windows.DescendentsWalker`1.VisitNode(class System.Windows.DependencyObject,bool)",2,0,"0,21","0,00","PresentationFramework.dll",
176,"System.Windows.DescendentsWalker`1.VisitNode(class System.Windows.FrameworkElement,bool)",2,0,"0,21","0,00","PresentationFramework.dll",
177,"System.Windows.DescendentsWalker`1._VisitNode(class System.Windows.DependencyObject,bool)",2,0,"0,21","0,00","PresentationFramework.dll",
178,"System.Windows.DescendentsWalker`1.IterateChildren(class System.Windows.DependencyObject)",2,0,"0,21","0,00","PresentationFramework.dll",
179,"System.Windows.DescendentsWalker`1.WalkFrameworkElementLogicalThenVisualChildren(class System.Windows.FrameworkElement,bool)",2,0,"0,21","0,00","PresentationFramework.dll",
180,"System.Windows.DescendentsWalker`1.WalkLogicalChildren(class System.Windows.FrameworkElement,class System.Windows.FrameworkContentElement,class System.Collections.IEnumerator)",2,0,"0,21","0,00","PresentationFramework.dll",
181,"System.Windows.DescendentsWalker`1.VisitNode(class System.Windows.DependencyObject,bool)",2,0,"0,21","0,00","PresentationFramework.dll",
182,"System.Windows.DescendentsWalker`1.VisitNode(class System.Windows.FrameworkElement,bool)",2,0,"0,21","0,00","PresentationFramework.dll",
183,"System.Windows.DescendentsWalker`1._VisitNode(class System.Windows.DependencyObject,bool)",2,0,"0,21","0,00","PresentationFramework.dll",
184,"System.Windows.DescendentsWalker`1.IterateChildren(class System.Windows.DependencyObject)",2,0,"0,21","0,00","PresentationFramework.dll",
185,"System.Windows.DescendentsWalker`1.WalkFrameworkElementLogicalThenVisualChildren(class System.Windows.FrameworkElement,bool)",2,0,"0,21","0,00","PresentationFramework.dll",
186,"System.Windows.DescendentsWalker`1.WalkLogicalChildren(class System.Windows.FrameworkElement,class System.Windows.FrameworkContentElement,class System.Collections.IEnumerator)",2,0,"0,21","0,00","PresentationFramework.dll",
187,"System.Windows.DescendentsWalker`1.VisitNode(class System.Windows.DependencyObject,bool)",2,0,"0,21","0,00","PresentationFramework.dll",
188,"System.Windows.DescendentsWalker`1.VisitNode(class System.Windows.FrameworkElement,bool)",2,0,"0,21","0,00","PresentationFramework.dll",
189,"System.Windows.DescendentsWalker`1._VisitNode(class System.Windows.DependencyObject,bool)",2,0,"0,21","0,00","PresentationFramework.dll",
190,"System.Windows.DescendentsWalker`1.IterateChildren(class System.Windows.DependencyObject)",2,0,"0,21","0,00","PresentationFramework.dll",
191,"System.Windows.DescendentsWalker`1.WalkFrameworkElementLogicalThenVisualChildren(class System.Windows.FrameworkElement,bool)",2,0,"0,21","0,00","PresentationFramework.dll",
192,"System.Windows.DescendentsWalker`1.VisitNode(class System.Windows.DependencyObject,bool)",2,0,"0,21","0,00","PresentationFramework.dll",
193,"System.Windows.DescendentsWalker`1.VisitNode(class System.Windows.FrameworkElement,bool)",2,0,"0,21","0,00","PresentationFramework.dll",
194,"System.Windows.DescendentsWalker`1._VisitNode(class System.Windows.DependencyObject,bool)",2,0,"0,21","0,00","PresentationFramework.dll",
195,"System.Windows.DescendentsWalker`1.IterateChildren(class System.Windows.DependencyObject)",2,0,"0,21","0,00","PresentationFramework.dll",
196,"System.Windows.DescendentsWalker`1.WalkFrameworkElementLogicalThenVisualChildren(class System.Windows.FrameworkElement,bool)",2,0,"0,21","0,00","PresentationFramework.dll",
197,"System.Windows.DescendentsWalker`1.WalkLogicalChildren(class System.Windows.FrameworkElement,class System.Windows.FrameworkContentElement,class System.Collections.IEnumerator)",2,0,"0,21","0,00","PresentationFramework.dll",
198,"System.Windows.DescendentsWalker`1.VisitNode(class System.Windows.DependencyObject,bool)",2,0,"0,21","0,00","PresentationFramework.dll",
199,"System.Windows.DescendentsWalker`1.VisitNode(class System.Windows.FrameworkElement,bool)",2,0,"0,21","0,00","PresentationFramework.dll",
200,"System.Windows.DescendentsWalker`1._VisitNode(class System.Windows.DependencyObject,bool)",2,0,"0,21","0,00","PresentationFramework.dll",
201,"System.Windows.DescendentsWalker`1.IterateChildren(class System.Windows.DependencyObject)",2,0,"0,21","0,00","PresentationFramework.dll",
202,"System.Windows.DescendentsWalker`1.WalkFrameworkElementLogicalThenVisualChildren(class System.Windows.FrameworkElement,bool)",2,0,"0,21","0,00","PresentationFramework.dll",
203,"System.Windows.DescendentsWalker`1.VisitNode(class System.Windows.DependencyObject,bool)",2,0,"0,21","0,00","PresentationFramework.dll",
204,"System.Windows.DescendentsWalker`1.VisitNode(class System.Windows.FrameworkElement,bool)",2,0,"0,21","0,00","PresentationFramework.dll",
205,"System.Windows.DescendentsWalker`1._VisitNode(class System.Windows.DependencyObject,bool)",2,0,"0,21","0,00","PresentationFramework.dll",
206,"System.Windows.DescendentsWalker`1.IterateChildren(class System.Windows.DependencyObject)",2,0,"0,21","0,00","PresentationFramework.dll",
207,"System.Windows.DescendentsWalker`1.WalkFrameworkElementLogicalThenVisualChildren(class System.Windows.FrameworkElement,bool)",2,0,"0,21","0,00","PresentationFramework.dll",
208,"System.Windows.DescendentsWalker`1.WalkLogicalChildren(class System.Windows.FrameworkElement,class System.Windows.FrameworkContentElement,class System.Collections.IEnumerator)",2,0,"0,21","0,00","PresentationFramework.dll",
209,"System.Windows.DescendentsWalker`1.VisitNode(class System.Windows.DependencyObject,bool)",2,0,"0,21","0,00","PresentationFramework.dll",
210,"System.Windows.DescendentsWalker`1.VisitNode(class System.Windows.FrameworkElement,bool)",2,0,"0,21","0,00","PresentationFramework.dll",
211,"System.Windows.DescendentsWalker`1._VisitNode(class System.Windows.DependencyObject,bool)",2,0,"0,21","0,00","PresentationFramework.dll",
212,"System.Windows.DescendentsWalker`1.IterateChildren(class System.Windows.DependencyObject)",2,0,"0,21","0,00","PresentationFramework.dll",
213,"System.Windows.DescendentsWalker`1.WalkFrameworkElementLogicalThenVisualChildren(class System.Windows.FrameworkElement,bool)",2,0,"0,21","0,00","PresentationFramework.dll",
214,"System.Windows.DescendentsWalker`1.VisitNode(class System.Windows.DependencyObject,bool)",2,0,"0,21","0,00","PresentationFramework.dll",
215,"System.Windows.DescendentsWalker`1.VisitNode(class System.Windows.FrameworkElement,bool)",2,0,"0,21","0,00","PresentationFramework.dll",
216,"System.Windows.DescendentsWalker`1._VisitNode(class System.Windows.DependencyObject,bool)",2,0,"0,21","0,00","PresentationFramework.dll",
217,"System.Windows.DescendentsWalker`1.IterateChildren(class System.Windows.DependencyObject)",2,0,"0,21","0,00","PresentationFramework.dll",
218,"System.Windows.DescendentsWalker`1.WalkFrameworkElementLogicalThenVisualChildren(class System.Windows.FrameworkElement,bool)",2,0,"0,21","0,00","PresentationFramework.dll",
219,"System.Windows.DescendentsWalker`1.WalkLogicalChildren(class System.Windows.FrameworkElement,class System.Windows.FrameworkContentElement,class System.Collections.IEnumerator)",2,0,"0,21","0,00","PresentationFramework.dll",
220,"System.Windows.DescendentsWalker`1.VisitNode(class System.Windows.DependencyObject,bool)",2,0,"0,21","0,00","PresentationFramework.dll",
221,"System.Windows.DescendentsWalker`1.VisitNode(class System.Windows.FrameworkElement,bool)",2,0,"0,21","0,00","PresentationFramework.dll",
222,"System.Windows.DescendentsWalker`1._VisitNode(class System.Windows.DependencyObject,bool)",2,0,"0,21","0,00","PresentationFramework.dll",
223,"System.Windows.DescendentsWalker`1.IterateChildren(class System.Windows.DependencyObject)",1,0,"0,11","0,00","PresentationFramework.dll",
224,"System.Windows.DescendentsWalker`1.WalkFrameworkElementLogicalThenVisualChildren(class System.Windows.FrameworkElement,bool)",1,0,"0,11","0,00","PresentationFramework.dll",
225,"System.Windows.DescendentsWalker`1.VisitNode(class System.Windows.DependencyObject,bool)",1,0,"0,11","0,00","PresentationFramework.dll",
226,"System.Windows.DescendentsWalker`1.VisitNode(class System.Windows.FrameworkElement,bool)",1,0,"0,11","0,00","PresentationFramework.dll",
227,"System.Windows.DescendentsWalker`1._VisitNode(class System.Windows.DependencyObject,bool)",1,0,"0,11","0,00","PresentationFramework.dll",
228,"System.Windows.TreeWalkHelper.OnResourcesChangedCallback(class System.Windows.DependencyObject,valuetype System.Windows.ResourcesChangeInfo,bool)",1,0,"0,11","0,00","PresentationFramework.dll",
229,"System.Windows.TreeWalkHelper.OnResourcesChanged(class System.Windows.DependencyObject,valuetype System.Windows.ResourcesChangeInfo,bool)",1,0,"0,11","0,00","PresentationFramework.dll",
230,"System.Windows.TreeWalkHelper.InvalidateStyleAndReferences(class System.Windows.DependencyObject,valuetype System.Windows.ResourcesChangeInfo,bool)",1,0,"0,11","0,00","PresentationFramework.dll",
231,"System.Windows.StyleHelper.InvalidateResourceDependents(class System.Windows.DependencyObject,valuetype System.Windows.ResourcesChangeInfo,valuetype MS.Utility.FrugalStructList`1<valuetype System.Windows.ChildPropertyDependent>&,bool)",1,0,"0,11","0,00","PresentationFramework.dll",
232,"System.Windows.DependencyObject.InvalidateProperty(class System.Windows.DependencyProperty,bool)",1,0,"0,11","0,00","WindowsBase.dll",
233,"System.Windows.DependencyObject.UpdateEffectiveValue(valuetype System.Windows.EntryIndex,class System.Windows.DependencyProperty,class System.Windows.PropertyMetadata,valuetype System.Windows.EffectiveValueEntry,valuetype System.Windows.EffectiveValueEntry&,bool,bool,valuetype System.Windows.OperationType)",1,0,"0,11","0,00","WindowsBase.dll",
234,"System.Windows.DependencyObject.EvaluateEffectiveValue(valuetype System.Windows.EntryIndex,class System.Windows.DependencyProperty,class System.Windows.PropertyMetadata,valuetype System.Windows.EffectiveValueEntry,valuetype System.Windows.EffectiveValueEntry,valuetype System.Windows.OperationType)",1,0,"0,11","0,00","WindowsBase.dll",
235,"System.Windows.FrameworkElement.EvaluateBaseValueCore(class System.Windows.DependencyProperty,class System.Windows.PropertyMetadata,valuetype System.Windows.EffectiveValueEntry&)",1,0,"0,11","0,00","PresentationFramework.dll",
236,"System.Windows.FrameworkElement.GetRawValue(class System.Windows.DependencyProperty,class System.Windows.PropertyMetadata,valuetype System.Windows.EffectiveValueEntry&)",1,0,"0,11","0,00","PresentationFramework.dll",
237,"System.Windows.StyleHelper.GetValueFromStyleOrTemplate(valuetype MS.Internal.FrameworkObject,class System.Windows.DependencyProperty,valuetype System.Windows.EffectiveValueEntry&)",1,0,"0,11","0,00","PresentationFramework.dll",
238,"System.Windows.StyleHelper.GetChildValue(class System.Windows.UncommonField`1<class System.Collections.Specialized.HybridDictionary[]>,class System.Windows.DependencyObject,int32,valuetype MS.Internal.FrameworkObject,class System.Windows.DependencyProperty,valuetype MS.Utility.FrugalStructList`1<valuetype System.Windows.ChildRecord>&,valuetype System.Windows.EffectiveValueEntry&,valuetype System.Windows.ValueLookupType&,class System.Windows.FrameworkElementFactory)",1,0,"0,11","0,00","PresentationFramework.dll",
239,"System.Windows.StyleHelper.GetChildValueHelper(class System.Windows.UncommonField`1<class System.Collections.Specialized.HybridDictionary[]>,valuetype MS.Utility.ItemStructList`1<valuetype System.Windows.ChildValueLookup>&,class System.Windows.DependencyProperty,class System.Windows.DependencyObject,valuetype MS.Internal.FrameworkObject,int32,bool,valuetype System.Windows.EffectiveValueEntry&,valuetype System.Windows.ValueLookupType&,class System.Windows.FrameworkElementFactory)",1,0,"0,11","0,00","PresentationFramework.dll",
240,"System.Windows.FrameworkElement.FindResourceInternal(class System.Windows.FrameworkElement,class System.Windows.FrameworkContentElement,class System.Windows.DependencyProperty,object,object,bool,bool,class System.Windows.DependencyObject,bool,object&)",1,0,"0,11","0,00","PresentationFramework.dll",
241,"System.Windows.ResourceDictionary.FetchResource(object,bool,bool,bool,bool&)",1,0,"0,11","0,00","PresentationFramework.dll",
242,"System.Windows.ResourceDictionary.GetBamlObjectFactory(object)",1,0,"0,11","0,00","PresentationFramework.dll",
243,"System.Windows.ResourceDictionary.GetBamlObjectFactory(object)",1,0,"0,11","0,00","PresentationFramework.dll",
244,"System.Windows.ResourceDictionary.GetBamlObjectFactory(object)",1,0,"0,11","0,00","PresentationFramework.dll",
245,"System.Collections.Hashtable.Contains(object)",1,0,"0,11","0,00","mscorlib.dll",
246,"System.Collections.Hashtable.ContainsKey(object)",1,0,"0,11","0,00","mscorlib.dll",
247,"System.Collections.Hashtable.InitHash(object,int32,uint32&,uint32&)",1,0,"0,11","0,00","mscorlib.dll",
248,"System.Collections.Hashtable.GetHash(object)",1,0,"0,11","0,00","mscorlib.dll",
249,"System.String.GetHashCode()",1,1,"0,11","0,11","mscorlib.dll",
223,"System.Windows.TreeWalkHelper.OnResourcesChangedCallback(class System.Windows.DependencyObject,valuetype System.Windows.ResourcesChangeInfo,bool)",1,0,"0,11","0,00","PresentationFramework.dll",
224,"System.Windows.TreeWalkHelper.OnResourcesChanged(class System.Windows.DependencyObject,valuetype System.Windows.ResourcesChangeInfo,bool)",1,0,"0,11","0,00","PresentationFramework.dll",
225,"System.Windows.TreeWalkHelper.InvalidateStyleAndReferences(class System.Windows.DependencyObject,valuetype System.Windows.ResourcesChangeInfo,bool)",1,0,"0,11","0,00","PresentationFramework.dll",
226,"System.Windows.StyleHelper.InvalidateResourceDependents(class System.Windows.DependencyObject,valuetype System.Windows.ResourcesChangeInfo,valuetype MS.Utility.FrugalStructList`1<valuetype System.Windows.ChildPropertyDependent>&,bool)",1,0,"0,11","0,00","PresentationFramework.dll",
227,"System.Windows.DependencyObject.InvalidateProperty(class System.Windows.DependencyProperty,bool)",1,0,"0,11","0,00","WindowsBase.dll",
228,"System.Windows.DependencyObject.UpdateEffectiveValue(valuetype System.Windows.EntryIndex,class System.Windows.DependencyProperty,class System.Windows.PropertyMetadata,valuetype System.Windows.EffectiveValueEntry,valuetype System.Windows.EffectiveValueEntry&,bool,bool,valuetype System.Windows.OperationType)",1,0,"0,11","0,00","WindowsBase.dll",
229,"System.Windows.DependencyObject.EvaluateEffectiveValue(valuetype System.Windows.EntryIndex,class System.Windows.DependencyProperty,class System.Windows.PropertyMetadata,valuetype System.Windows.EffectiveValueEntry,valuetype System.Windows.EffectiveValueEntry,valuetype System.Windows.OperationType)",1,0,"0,11","0,00","WindowsBase.dll",
230,"System.Windows.FrameworkElement.EvaluateBaseValueCore(class System.Windows.DependencyProperty,class System.Windows.PropertyMetadata,valuetype System.Windows.EffectiveValueEntry&)",1,0,"0,11","0,00","PresentationFramework.dll",
231,"System.Windows.FrameworkElement.GetRawValue(class System.Windows.DependencyProperty,class System.Windows.PropertyMetadata,valuetype System.Windows.EffectiveValueEntry&)",1,0,"0,11","0,00","PresentationFramework.dll",
232,"System.Windows.StyleHelper.GetValueFromStyleOrTemplate(valuetype MS.Internal.FrameworkObject,class System.Windows.DependencyProperty,valuetype System.Windows.EffectiveValueEntry&)",1,0,"0,11","0,00","PresentationFramework.dll",
233,"System.Windows.StyleHelper.GetChildValue(class System.Windows.UncommonField`1<class System.Collections.Specialized.HybridDictionary[]>,class System.Windows.DependencyObject,int32,valuetype MS.Internal.FrameworkObject,class System.Windows.DependencyProperty,valuetype MS.Utility.FrugalStructList`1<valuetype System.Windows.ChildRecord>&,valuetype System.Windows.EffectiveValueEntry&,valuetype System.Windows.ValueLookupType&,class System.Windows.FrameworkElementFactory)",1,0,"0,11","0,00","PresentationFramework.dll",
234,"System.Windows.StyleHelper.GetChildValueHelper(class System.Windows.UncommonField`1<class System.Collections.Specialized.HybridDictionary[]>,valuetype MS.Utility.ItemStructList`1<valuetype System.Windows.ChildValueLookup>&,class System.Windows.DependencyProperty,class System.Windows.DependencyObject,valuetype MS.Internal.FrameworkObject,int32,bool,valuetype System.Windows.EffectiveValueEntry&,valuetype System.Windows.ValueLookupType&,class System.Windows.FrameworkElementFactory)",1,0,"0,11","0,00","PresentationFramework.dll",
235,"System.Windows.FrameworkElement.FindResourceInternal(class System.Windows.FrameworkElement,class System.Windows.FrameworkContentElement,class System.Windows.DependencyProperty,object,object,bool,bool,class System.Windows.DependencyObject,bool,object&)",1,0,"0,11","0,00","PresentationFramework.dll",
236,"System.Windows.ResourceDictionary.FetchResource(object,bool,bool,bool,bool&)",1,0,"0,11","0,00","PresentationFramework.dll",
237,"System.Windows.ResourceDictionary.GetBamlObjectFactory(object)",1,0,"0,11","0,00","PresentationFramework.dll",
238,"System.Windows.ResourceDictionary.GetBamlObjectFactory(object)",1,0,"0,11","0,00","PresentationFramework.dll",
239,"System.Windows.ResourceDictionary.GetBamlObjectFactory(object)",1,0,"0,11","0,00","PresentationFramework.dll",
240,"System.Windows.ResourceDictionary.GetBamlObjectFactory(object)",1,0,"0,11","0,00","PresentationFramework.dll",
241,"System.Collections.Hashtable.Contains(object)",1,0,"0,11","0,00","mscorlib.dll",
242,"System.Collections.Hashtable.ContainsKey(object)",1,1,"0,11","0,11","mscorlib.dll",
84,"FirstFloor.ModernUI.Presentation.AppearanceManager.ApplyAccentColor(valuetype System.Windows.Media.Color)",1,0,"0,11","0,00","FirstFloor.ModernUI.dll",
85,"System.Windows.ResourceDictionary.set_Item(object,object)",1,0,"0,11","0,00","PresentationFramework.dll",
86,"System.Windows.ResourceDictionary.SetValueWithoutLock(object,object)",1,0,"0,11","0,00","PresentationFramework.dll",
87,"System.Windows.ResourceDictionary.NotifyOwners(valuetype System.Windows.ResourcesChangeInfo)",1,0,"0,11","0,00","PresentationFramework.dll",
88,"System.Windows.Application.InvalidateResourceReferenceOnWindowCollection(class System.Windows.WindowCollection,valuetype System.Windows.ResourcesChangeInfo)",1,0,"0,11","0,00","PresentationFramework.dll",
89,"System.Windows.TreeWalkHelper.InvalidateOnResourcesChange(class System.Windows.FrameworkElement,class System.Windows.FrameworkContentElement,valuetype System.Windows.ResourcesChangeInfo)",1,0,"0,11","0,00","PresentationFramework.dll",
90,"System.Windows.DescendentsWalker`1.StartWalk(class System.Windows.DependencyObject,bool)",1,0,"0,11","0,00","PresentationFramework.dll",
91,"System.Windows.DescendentsWalker`1.IterateChildren(class System.Windows.DependencyObject)",1,0,"0,11","0,00","PresentationFramework.dll",
92,"System.Windows.DescendentsWalker`1.WalkFrameworkElementLogicalThenVisualChildren(class System.Windows.FrameworkElement,bool)",1,0,"0,11","0,00","PresentationFramework.dll",
93,"System.Windows.DescendentsWalker`1.VisitNode(class System.Windows.DependencyObject,bool)",1,0,"0,11","0,00","PresentationFramework.dll",
94,"System.Windows.DescendentsWalker`1.VisitNode(class System.Windows.FrameworkElement,bool)",1,0,"0,11","0,00","PresentationFramework.dll",
95,"System.Windows.DescendentsWalker`1._VisitNode(class System.Windows.DependencyObject,bool)",1,0,"0,11","0,00","PresentationFramework.dll",
96,"System.Windows.DescendentsWalker`1.IterateChildren(class System.Windows.DependencyObject)",1,0,"0,11","0,00","PresentationFramework.dll",
97,"System.Windows.DescendentsWalker`1.WalkFrameworkElementLogicalThenVisualChildren(class System.Windows.FrameworkElement,bool)",1,0,"0,11","0,00","PresentationFramework.dll",
98,"System.Windows.DescendentsWalker`1.WalkLogicalChildren(class System.Windows.FrameworkElement,class System.Windows.FrameworkContentElement,class System.Collections.IEnumerator)",1,0,"0,11","0,00","PresentationFramework.dll",
99,"System.Windows.DescendentsWalker`1.VisitNode(class System.Windows.DependencyObject,bool)",1,0,"0,11","0,00","PresentationFramework.dll",
100,"System.Windows.DescendentsWalker`1.VisitNode(class System.Windows.FrameworkElement,bool)",1,0,"0,11","0,00","PresentationFramework.dll",
101,"System.Windows.DescendentsWalker`1._VisitNode(class System.Windows.DependencyObject,bool)",1,0,"0,11","0,00","PresentationFramework.dll",
102,"System.Windows.DescendentsWalker`1.IterateChildren(class System.Windows.DependencyObject)",1,0,"0,11","0,00","PresentationFramework.dll",
103,"System.Windows.DescendentsWalker`1.WalkFrameworkElementLogicalThenVisualChildren(class System.Windows.FrameworkElement,bool)",1,0,"0,11","0,00","PresentationFramework.dll",
104,"System.Windows.DescendentsWalker`1.WalkLogicalChildren(class System.Windows.FrameworkElement,class System.Windows.FrameworkContentElement,class System.Collections.IEnumerator)",1,0,"0,11","0,00","PresentationFramework.dll",
105,"System.Windows.DescendentsWalker`1.VisitNode(class System.Windows.DependencyObject,bool)",1,0,"0,11","0,00","PresentationFramework.dll",
106,"System.Windows.DescendentsWalker`1.VisitNode(class System.Windows.FrameworkElement,bool)",1,0,"0,11","0,00","PresentationFramework.dll",
107,"System.Windows.DescendentsWalker`1._VisitNode(class System.Windows.DependencyObject,bool)",1,0,"0,11","0,00","PresentationFramework.dll",
108,"System.Windows.DescendentsWalker`1.IterateChildren(class System.Windows.DependencyObject)",1,0,"0,11","0,00","PresentationFramework.dll",
109,"System.Windows.DescendentsWalker`1.WalkFrameworkElementLogicalThenVisualChildren(class System.Windows.FrameworkElement,bool)",1,0,"0,11","0,00","PresentationFramework.dll",
110,"System.Windows.DescendentsWalker`1.WalkLogicalChildren(class System.Windows.FrameworkElement,class System.Windows.FrameworkContentElement,class System.Collections.IEnumerator)",1,0,"0,11","0,00","PresentationFramework.dll",
111,"System.Windows.DescendentsWalker`1.VisitNode(class System.Windows.DependencyObject,bool)",1,0,"0,11","0,00","PresentationFramework.dll",
112,"System.Windows.DescendentsWalker`1.VisitNode(class System.Windows.FrameworkElement,bool)",1,0,"0,11","0,00","PresentationFramework.dll",
113,"System.Windows.DescendentsWalker`1._VisitNode(class System.Windows.DependencyObject,bool)",1,0,"0,11","0,00","PresentationFramework.dll",
114,"System.Windows.DescendentsWalker`1.IterateChildren(class System.Windows.DependencyObject)",1,0,"0,11","0,00","PresentationFramework.dll",
115,"System.Windows.DescendentsWalker`1.WalkFrameworkElementLogicalThenVisualChildren(class System.Windows.FrameworkElement,bool)",1,0,"0,11","0,00","PresentationFramework.dll",
116,"System.Windows.DescendentsWalker`1.WalkLogicalChildren(class System.Windows.FrameworkElement,class System.Windows.FrameworkContentElement,class System.Collections.IEnumerator)",1,0,"0,11","0,00","PresentationFramework.dll",
117,"System.Windows.DescendentsWalker`1.VisitNode(class System.Windows.DependencyObject,bool)",1,0,"0,11","0,00","PresentationFramework.dll",
118,"System.Windows.DescendentsWalker`1.VisitNode(class System.Windows.FrameworkElement,bool)",1,0,"0,11","0,00","PresentationFramework.dll",
119,"System.Windows.DescendentsWalker`1._VisitNode(class System.Windows.DependencyObject,bool)",1,0,"0,11","0,00","PresentationFramework.dll",
120,"System.Windows.DescendentsWalker`1.IterateChildren(class System.Windows.DependencyObject)",1,0,"0,11","0,00","PresentationFramework.dll",
121,"System.Windows.DescendentsWalker`1.WalkFrameworkElementLogicalThenVisualChildren(class System.Windows.FrameworkElement,bool)",1,0,"0,11","0,00","PresentationFramework.dll",
122,"System.Windows.DescendentsWalker`1.VisitNode(class System.Windows.DependencyObject,bool)",1,0,"0,11","0,00","PresentationFramework.dll",
